text,labels
"

Exactly. Some of the SPACE:1999 effects remain first-rate even today. 
 

Later on, the Andersons tried to shed their reputation as creators of some
of the worst pseudo-scientific shows in TV history by flying ""Into Infinity.""
This was a one-off thing done as part of BBC's ""educational SF"" series ""The
Day After Tomorrow."" The Anderson episode dealt with a spaceship capable of
reaching the speed of light (""lightship Altares""), the four-man crew eventually 
journeyed into a black hole and ended up on the far side of the galaxy (I
think). I saw this as a 9-year-old back in 1976 and liked it very much, but
then again I was a fan of SPACE:1999 so I guess I was easily satisfied in those
days:-)
---
Does anyone know if ""Into Infinity"" has been released on video? I have some
SPACE:1999 shows on VHS and know that Thunderbirds etc. also are available in
England.",space
"I am fortunate enough to have tickets for an Orioles-Red Sox game in  
Baltimore on Saturday, July 31st.  I haven't been to the new park,
and I was wondering if anyone out there can give me pointers or good tips  
or anything helpful about the place so that I can enjoy every moment spent
there.
For instance, what time do the gates open?  Do we see the Orioles take BP?
When will the Red Sox take BP?  Anything you can tell me would be 
appreciated.  Thank you in advance. 
Please respond to my e-mail address.
I know it's still three-and-a-half months away, but I'm psyched!
",sport
": Concerning the proposed newsgroup split, I personally am not in favor of
: doing this.  I learn an awful lot about all aspects of graphics by reading
: this group, from code to hardware to algorithms.  I just think making 5
: different groups out of this is a wate, and will only result in a few posts
: a week per group.  I kind of like the convenience of having one big forum
: for discussing all aspects of graphics.  Anyone else feel this way?
: Just curious.


: Daemon

What he said...

-- ",graphics
"
     There is no such thing as ""completely secure,"" especially when dealing
with High Technology. It's all a question of cost: what cost are you
willing to bear to protect your information vs. what rewards the ""bad guys""
are going to get if they break it. The rewards of breaking such a single ID
system would be high indeed.",politics
"There is a guy in NASA Johnson Space Center  that might answer 
your question. I do not have his name right now but if you follow 
up I can dig that out for you.

C.O.Egalon@larc.nasa.gov",space
"

Yeah, me.  Both the Slickmeister and Hillary's buddy Janet say
they're responsible... I want both their resignations on my desk 
yesterday.  I also want both thier butts up on federal civil rights
violations.... something which carries life in prison as a penalty.

Oh, and I'll contribute $20 to Arlen Specter's presidential campaign
for having the 'nads to launch the Senate investigation.",politics
"Only if you persist in believing that Peter Gammons is more knowledgable about
baseball than the average mailbox.  Okay, I'm overstating.  Still, the man 
actually had the gall to say that one out of every six pitchers in the NL this
year did not pitch in the majors last year.

Huh?

IMO, this expansion will not see the explosive jump in offense that the 
other expansion drafts had, since the talent was diluted over both leagues.
In Gammons' defense, because the talent drain came from the AL as well, some
increase will be seen.  He also gets credit for mentioning that the 1969 jump
in offense was due also to the rules changes after the 1968 season.  He's still
full of it...

",sport
"

   I'm on a fact-finding mission, trying to find out if there exists a list of
   potentially world-bearing stars within 100 light years of the Sun...
   Is anyone currently working on this sort of thing?  Thanks...

   Dan
   -- 

In principle, any star resembling the Sun (mass, luminosity) might have planets
located in a suitable orbit. There several within 100 ly of the sun. They are
single stars, for double or multiple systems might be troublesome. There's a
list located at ames.arc.nasa.gov somewhere in pub/SPACE. I think it is called
stars.dat. By the way, what kind of project, if I may know?

Rui
-- 
*** Infinity is at hand!                               Rui Sousa
*** If yours is big enough, grab it!                   ruca@saber-si.pt",space
"




I don't have to ""try reading a bit"", Pat.  I *work* as a government
contractor and know what the rules are like.  Yes, they sign some
(damned few -- which is why everyone is always having to go to
Washington to see about next week's funding) multi-year contracts;
they also aren't willing to include sufficient cancellation penalties
when they *do* decide to cut the multi-year contract and not pay on it
(which can happen arbitrarily at any time, no matter what previous
plans were) to make the risk acceptable of something like putting up a
private space station with the government as the expected prime
occupant.

I'd like a source for that statement about ""the reason they aren't
cutting defense spending as much as they would like""; I just don't buy
it. The other thing I find a bit 'funny' about your posting, Pat, is
that several other people answered the question pretty much the same
way I did; mine is the one you comment (and incorrectly, I think) on.
I think that says a lot.  You and Tommy should move in together.

-- 
""Insisting on perfect safety is for people who don't have the balls to live
 in the real world.""   -- Mary Shafer, NASA Ames Dryden",space
"
Flame on!!

Is this guy serious????

If he would ever really pay attention to the news (oops I forgot that the media
   for the most part loves to jump right on top of a story before all the facts 
   are known, as well as to manipulate what we see and thus what we believe). 
   Any ways one of Koresh's DEVOTED followers that DID I REPEAT DID survive this
   ""GENOCIDAL MASS-SLAUGHTER OF INNOCENT PEOPLE"".  Besides there are nine 
   survivors in the burn-unit of the local hospital and was reported that David
   was in one of the towers when the shit hit the fan.  Besides, a majority of 
   these children were children that he was supposed to have been the father of,
   this then makes them bastard children to a sacraligious zeloit (sp).  Also
   someone should have told David and his followers that if they can't the heat
   then they should stay out of the kitchen!! (pun intended)

Flame off

"" Aaah Daniaalson yah wanna fight,  fight me!!""      ",politics
"Add Mike Trombley in there somewhere, since they need five people.  Mark
Guthrie will remain in the bullpen as the long lefty.

Pags and Terry Jorgenson will platoon at third, with Reboulet as the
backup infielder.  Pags looked pretty miserable yesterday for a guy who
lead the league in DA in 1991, muffing what should be routine grounders
(heck, muffing a grounder *I* would probably have gotten to).  Jorgenson
did nothing exceptional that I noticed.  Leius missed a ball I *think*
Gagne would have reached; we will certainly miss Gag's glove this season.

He looked pretty good there.  Contrary to what the mediots have been saying,
he looked reasonable at first.  He isn't mid-80s Hrbek, but then neither is
the Pretty Big Guy himself any more (note:  I'm used to seeing the Twins
1B looking kinda big on the field, but not that big!).  If he hits vaguely
like last year, he's a perfectly good first baseman.

Note:  Much of this posting is from personal observation yesterday in a game
where the regulars were mostly pulled after several innings.  Winfield may
have big holes in his defensive game that didn't show up (he didn't have to
pick any bad throws, for example), but I'll take what I saw so far.",sport
"

What makes you think Buck will still be in New York at year's end with
George back?  :-)

--
    Keith Keller				LET'S GO RANGERS!!!!!
						LET'S GO QUAKERS!!!!!
	kkeller@mail.sas.upenn.edu		IVY LEAGUE CHAMPS!!!!",sport
"
Good question.  I don't have a nice concise answer, though.  What about the
child whose parents are crushed emotionally because he/she starts a carerr
doing something they greatly dislike.  It is the same kind of harm, and
is probably ""caused"" by the same thing:  The desire of the child to be 
true to his or her self.

What is more important, being true to yourself or burying that truth within
you in order to maintain peace in the family?

hard question, no good answer.",religion
Anyone have the AL individual stats or where i can find them?,sport
"
I missed the presentations given in the morning session (when Shea gave
his ""rambling and almost inaudible"" presentation), but I did attend
the afternoon session. The meeting was in a small conference room. The
speaker was wired with a mike, and there were microphones on the table for
the panel members to use. Peons (like me) sat in a foyer outside the
conference room, and watched the presentations on closed circuit TV. In
general, the sound system was fair to poor, and some of the other
speakers (like the committee member from the Italian Space Agency)
also were ""almost inaudible.""

Shea didn't ""lead the formal presentation,"" in the sense of running
or guiding the presentation. He didn't even attend the afternoon
session. Vest ran the show (President of MIT, the chair of the
advisory panel).
",space
"

Which distance? The distance between one point (t = ti) on the first curve
and a point on the other curve with same parameter (u = ti)?",graphics
"



A good point.  What helps to keep such things going is the public
attitude that one should have ""faith""""; that some authority from
on high should not be subjected to mere reason.  Couple this with a
variety of personality quirks, mojor and minor mental illnesses, and
ego of would-be leaders, and you get all the variety of cults and 
religions that people subscribe to.
",religion
"

It is true that Mormons believe that all spirits (including Jesus,
Lucifer, Robert Weiss) are in the same family.  It does not mean
that Jesus was created, but rather that Lucifer and Robert Weiss
were not.  I agree that this is a ""heresy"".  So what?  
The sweating of blood in Gethsemene is
not a basic Mormon doctrine.  Jesus did not perform the atonement
in Getheseme alone, as some anti-Mormons are trying to teach.  
As far as the ""unpardonable sin"" whatever that is, it is Biblical,
and not specifically Mormon.  It is also called the sin against
the Holy Ghost.  Most Bible scholars (other than conservative
ones) do not believe Jehovah and Elohim were always the same.
I'm sure you've heard of the J and the E texts?  I don't
know what you mean by ""That He needed to be saved"".  Jesus?
Jehovah?  Elohim?  In Mormon doctrine, Jesus was sinless,
and thus did not ""need to be saved"".  


-- 
----------------------------------------------------------------------------
Gordon Banks  N3JXP      | ""Skepticism is the chastity of the intellect, and
geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."" ",religion
"Does anyone know of a VL-Bus video card based on the ET4000 /W32 card?
If so: how much will it cost, where can I get one, does it come with more
than 1MB of ram, and what is the windows performance like?
",graphics
"




Of course.  The term must be rigidly defined in any bill.


I doubt she uses this term for that.  You are using a quote allegedly
from her, can you back it up?




I read the article as presenting first an argument about weapons of mass
destruction (as commonly understood) and then switching to other topics.
The first point evidently was to show that not all weapons should be
allowed, and then the later analysis was, given this understanding, to
consider another class.



",politics
"
Don't get too excited; Signetics, not Motorola, gave the 68070 its number.
The 68070, if I understand rightly, uses the 68000 instruction set, and has
an on-chip serial port and DMA.  (It will run at up to 15 MHz--I'm typing
at a computer using a 68070 running at that rate, so I know that it can
do so--so I seriously doubt the clock rate that ricardo@rchland.vnet.ibm.com
claims.)",graphics
"
When I first saw this, I thought for a second that it was a headline from
The Star about the pliers found in the SRB recently.

Y'know, sometimes they have wire-cutters built in :-)

-Tommy Mac
-------------------------------------------------------------------------
Tom McWilliams 517-355-2178 wk   \\ As the radius of vision increases,
18084tm@ibm.cl.msu.edu 336-9591 hm \\ the circumference of mystery grows.",space
": Seems to me Koresh is yet another messenger that got killed
: for the message he carried. (Which says nothing about the 
: character of the messenger.) I reckon we'll have to find out
: the rest the hard way.
: ",religion
"


Well, let me see.  UZI, no.  M-11/9, no.  M-16/AR-15, maybe.  I remember there
being a selector swtich on the AR-15.  If I remember correctly (please correct
me if I'm wrong) the switch would set to an ""off"" position or an ""on"" position
because the gun (AR-15) is semi-automatic.  Wouldn't the M-16 have a position
for semi-auto fire and full-auto fire (or maybe 3 round bursts)?  If this is
correct wouldn't it be easy to distinguish each gun by this alone?  Of course
if the AR-15 were modified to full-auto fire I wouldn't think it would be that
easy but I'm talking about distinguishing between an unmodified AR-15 and M-16.
How about the other guns?  Do they also have selector switch to switch between
semi-auto and fully-auto fire?




Actually it was pretty hard for the kids in my neighborhood to figure that out
as Richard Petty lived in my neighborhood and left his stock car in the 
driveway. ;-)



Well, what about what I said above?  If that is correct I guess TV would be
acceptable (if you had a good enough picture and a picture of the lower 
receiver of the AR-15/M-16).",politics
"
I believe the reason is that the lung diaphram gets too tired to pump
the liquid in and out and simply stops breathing after 2-3 minutes.
So if your in the vehicle ready to go they better not put you on 
hold, or else!! That's about it. Remember a liquid is several more times
as dense as a gas by its very nature. ~10 I think, depending on the gas
and liquid comparision of course!",space
"
A long-time reader of t.p.g, I am also a staunch RKBA supporter, yet
I own no firearms.


Amen, brother.

--
Nicholas Sylvain (sylvain@netcom.com) --- I am the NRA

",politics
"                                                 ^
I'd make that, ""1 BIG, MAD, and HUNGRY with CUBS NEARBY Polar bear @...""

Drew ",politics
"I am looking for Super 8mm Projector with SOUNDS.
If anybody out there has one for sale, send email with
the name of brand, condition of the projector, and price
for sale to kimd@rpi.edu
(IT MUST HAVE SOUND CAPABILITY)",graphics
"There are actually only two of us.  I do Henry, Fred, Tommy and Mary.  Oh yeah,
this isn't my real name, I'm a bald headed space baby.",space
"Count me interested in a Cardinal's mailing list.  If anyone
finds one or starts one, please let me know.

Thanks,

Dick Detweiler",sport
":
:So much for ""infinite patience.""
: 
;I find it hard to swallow that prolonged exposure to ""massive"" amounts of
:
:And they said that the bomb dropped on MOVE wouldn't start a fire, either.
:
:The real kicker, though, is the stated justification for the government's 
:sudden loss of patience: They wouldn't be able to ""rotate their teams"" 
:
:This outcome could be foreseen a mile (or two) away, but Reno didn't even
:
:Malcolm Fuller, Surveying Engineering, University of New Brunswick

The really good part:  ""At this point we're not negotiating,"" FBI spokesman
Bob Ricks said at a news briefing about a half hour before the fire began. 
""We're saying,'Come out.Come out with your hands up. This matter is over.'""

Criminal... so much for Billary saying we won't force the issue... anybody
have the WH information number?  Figure ol' Bill could use a lesson from the
ROTC he scorned: ""You are responsible for all that your unit/troops do or fail
to do.""  Want to ask him how he enjoys being responsible for violating the
Constitutional rights of a group, resulting in the deaths of over a hundred of them, plus four Federal agents...

James
",politics
"
You're assuming that their normal rotation carries all areas of the surface
into sunlight.  Not so.  Even on Earth, each pole gets several weeks without
sunlight in mid-winter.  Pluto and Charon have much more extreme axial
tilt and a much longer orbit.  Pluto's north pole, for example, gets over
a century of darkness followed by over a century of perpetual light.

At the moment, we're in luck -- Pluto and Charon are just past their
equinox, when the Sun was just on the horizon at both poles (of each).
If we get probes there soon, only the immediate vicinity of one pole
(on each) will be in long-term shadow.  This will get steadily worse the
longer we wait.",space
"You have missed something.  There is a big difference between being in
the SAME PLANE and in exactly the same state (positions and velocities
equal).  IN addition to this, there has always been redundancies proposed.

Bob
--",space
"
Sure.  Contact the World Space Foundation.  They're listed in the sci.space
Frequently Asked Questions file, which I'll excerpt.

    WORLD SPACE FOUNDATION - has been designing and building a solar-sail
    spacecraft for longer than any similar group; many JPL employees lend
    their talents to this project. WSF also provides partial funding for the
    Palomar Sky Survey, an extremely successful search for near-Earth
    asteroids. Publishes *Foundation News* and *Foundation Astronautics
    Notebook*, each a quarterly 4-8 page newsletter. Contributing Associate,
    minimum of $15/year (but more money always welcome to support projects).

	World Space Foundation
	Post Office Box Y
	South Pasadena, California 91301

WSF put together a little paperback anthology of fiction and
nonfiction about solar sails: *Project Solar Sail*.  I think Robert
Staehle, David Brin,  or Arthur Clarke may be listed as editor.

Also there is a nontechnical book on solar sailing by Louis Friedman,
a technical one by a guy whose name escapes me (help me out, Josh),
and I would expect that Greg Matloff and Eugene Mallove have something
to say about the subject in *The Starflight Handbook*, as well as
quite a few references.


Check the following articles in *Journal of the British Interplanetary
Society*:

V36 p. 201-209 (1983)
V36 p. 483-489 (1983)
V37 p. 135-141 (1984)
V37 p. 491-494 (1984)
V38 p. 113-119 (1984)
V38 p. 133-136 (1984)

(Can you guess that Matloff visited Fermilab and gave me a bunch of
reprints? I just found the file.)

And K. Eric Drexler's paper ""High Performance Solar Sails and Related
Reflecting Devices,"" AIAA paper 79-1418, probably in a book called
*Space Manufacturing*, maybe the proceedings of the Second (?)
Conference on Space Manufacturing.  The 1979 one, at any rate.",space
"

And I think we ought to hold Christ accoountable for all of his followers 
who died at the hand of the Romans also. It was their own fault for believing.

God, this society reminds me more of the Roman Empire every day; I guess
I'll just log off and go watch American Gladiators.

",religion
"
Johnny Mize had six three-HR games, which is the current record.
",sport
"Having read the posted long article by JPFO, I have some observations:

1.  This article does NOT claim that the GCA of 1968 is a ""verbatim 
translation"" of a Nazi law.  What it says is that in another place --
the book they're talking about -- they compare the two things section
by section.  The implication is that the similarities are devastating.
In the next sentence, they talk about how in that book they reproduce 
the German text of the Nazi law, together with its translation.  Not 
surprisingly, a reader could easily conflate these two things into a 
single idea:  that the American GCA is a literal translation of the Nazi
law; and sure enough, that's what the whole thing has mutated into, 
urban-folklore style.

2.  The article goes to great pains to establish that Senator Dodd had a 
copy of the Nazi law, either from his time on the Nurnberg prosecution 
team or later.  This fact is considered highly incriminating, but I don't 
understand why.  The author repeats several times that he is simply unable 
to imagine how anyone could come into possession of the original text; and 
yet in a paragraph towards the end, he explains it perfectly:

""If Dodd got his copy of the original German text of the Nazi Weapons
Law during his time at Nurnberg, it likely was part of a collection of
documents, for example, issues of the Reichsgesetzblatt [the German
law registry].""

Bingo.  Exactly.  

Dodd had a *book*, with a series of Nazi laws in it, including the one
under discussion.  All of the stuff about ""Why would a U.S. congressman
have a copy of a Nazi law?"" melts away, by the author's admission.  He
then continues:  ""But if he acquired the original German text of the 
Nazi Weapons Law after his service at Nurnberg, he must have done so 
for a very specific reason...""  But there's absolutely no reason to 
think that this is the case.  In fact, as a ""senior member of the U.S. 
team that helped to prosecute Nazi war criminals"", it seems to me that
he would have *had* to have a copy.  All arguments about whether 
the Nazi Weapon Law is really of historical interest (as it obviously
is, certainly according to the author here), or whether Dodd personally
prosecuted the Interior Minister who signed it, can be put aside as red 
herrings.

3.  Having established that Dodd owned a copy of the original German text, the
JPFO article then tries to draw sinister implications from the fact that he 
asked to have it translated.  The problem is, in the context of the charge 
levelled at Dodd, these two things work *against* each other.  People ask 
to have things translated when they *don't know what they mean*.  If Dodd 
took it upon himself to preserve the Nazi law with idea of someday introducing 
it into American law, surely by 1968 he would have know what it *meant*, 
wouldn't he?
    Anyway, this precise charge -- the main one that I questioned in an earlier
posting -- is just silly.  Why would Dodd need the exact translation for this
purpose?  Is the idea that the gun controllers, despite being presumably bent
on disarming the populace with the goal of eventually destroying all civil
liberties, needed a crib sheet?  Didn't they have any idea how to do it
on their own?
    Once again, the author provides a perfectly acceptable answer to his
own question: ""Dodd may have offered his copy of the Nazi Weapons Law
to show that the specific proposal did not resemble anything in the 
Nazi law.""  In fact, since the law and its translation *were* entered
into the Congressional Record, under the heading of documents ""concerning
the history of Nazism and gun confiscation"", Dodd's motivation isn't a 
mystery:  he asked for the translation in order to put it in the CR.

4.  Even this article makes it clear that the part of the Nazi law that
was added *by* the Nazi regime is only a small part of that law.  
Registration of guns, for instance, was begun in 1928, and thus NOT
a ""Nazi-inspired"" idea.  The parts of the Nazi law that parallel the 
1968 GCA include handgun control of some sort, and the identification 
of certain weapons as sporting weapons.  The JPFO then goes on to list 
other parts of the Nazi law, forbidding ownership of weapons by Jews;
of course, there are no such provisions in the American GCA.  Nevertheless,
in a rhetorical move guaranteed to muddy the waters, immediately after the 
discussion of the anti-Jewish parts of the law, the JPFO article continues, 
""Given the parallels between the Nazi Weapons Law and the GCA'68..."" -- so 
as to get maximum emotional mileage out of that aspect of the law.",politics
"Since someone brought up sports radio, howabout sportswriting???

(Anyone give an opinion) 

Which city do you think has the best sports coverage in terms of
print media? 

(these are general questions) 

Is the Washington Post better than the Philadelphia Inquier or the NY
Times?  

Howabout the Philadelphia Daily News compared to the New York Daily
News?  
",sport
"


Well they don't export anywhere near 50% of their GNP. Mexico's perhaps
but not their own. They actually export around the 9-10% mark. Similar
to most developed countries actually. Australia exports a larger share
of GNP as does the United States (14% I think off hand. Always likely to
be out by a factor of 12 or more though) This would be immediately obvious
if you thought about it.


It is their import routes that count. They can do without exports but
they couldn't live without imports for any longer than six months if that.


Too true! But one that is unstable and hence a source of serious worry.

Joseph Askew
",space
"I think you can add former A's first baseman Mike Epstein (no relation) to 
the list.",sport
"Does anyone know of a site where I could ftp some RenderMan shaders?
Or of a newsgroup which has discussion or information about RenderMan?  I'm
new to the RenderMan (Mac) family, and I'd like to get as much info I can
lay my hands on.  Thanks!

        Andy Bates.


---------------------------------------------------------------------------
Andy Bates.",graphics
,sport
"Re: Flaming wreckage

I wrote my congressmen strongly worded letters demanding they dissolve the
BATF.

Perhaps anger and grief can help spur a letter writing campaign?",politics
"

	I HOPE THAT YOU ARE IN THE WAY OF THE NOBLE FEDERAL ENFORCERS and
are blown away accidently by the governments goons.

You would cheer the death to 25 childern?

This is the sort of person who served as a death camp guard.",politics
"
Why not? Horner played 130 games in 1985 and hit 27 HR.
Murphy played 162 and hit 37.
In 1986 Horner hit 27 in 141 games and Murphy hit 29 in 160 games.
(and the Braves lost 96 and 89 games).",sport
"
That's nice, but it doesn't answer the question.  There is a difference
between ""the feds can mandate literacy"" and ""the feds can't interfere
with literacy/book possession"".


Actually, the Miller court did nothing of the kind.  It remanded
the case back to the trial court because the miller court didn't
know if the weapon in question was a militia weapon.  (Doesn't it
bother anyone that a major constitutional issue was taken up in
a case where there was no defense?  Miller had been released by
the appeals court and disappeared - only the govt was represented.)

We don't know what would have happened with the reasonable ""all guns
are militia weapons"" argument.

-andy",politics
"
The same way that any theory is proven false.  You examine the predicitions
that the theory makes, and try to observe them.  If you don't, or if you
observe things that the theory predicts wouldn't happen, then you have some 
evidence against the theory.  If the theory can't be modified to 
incorporate the new observations, then you say that it is false.

For example, people used to believe that the earth had been created
10,000 years ago.  But, as evidence showed that predictions from this 
theory were not true, it was abandoned.",religion
"How about transferring control to a non-profit organisation that is
able to accept donations to keep craft operational.",space
"I'm looking for any leads to the source of a good Windows
Meta File converter or interpreter. I need this for use
outside the Windows environment. PD sources preferred, but
not a requirement. Please reply to the address below.
",graphics
"Does anyone know where I can FTP MPEG for DOS from?  Thanks for any
help in advance.  Email is preferred but posting is fine.

				Scott


---------------------------------------------------------------------------",graphics
"} In article <1993Apr14.175545.3528@alleg.edu>, millits@yankee.org (Sam
} 
} i'm telling you, sam, three l's.  call up mom and ask.
} 
} bob vesterman.
} 
yeah, and in case even that isn't enough to prompt boy genius
""Sam"" to pick up a paper and see how ""his"" name is spelled,
here's another hint: the single ""L"" comes between the two ""I""s...",sport
"
I can't speak for the organizations you cited but everywhere you look in
our society and government, one can see the relentless movement toward
one world government.  The fact that the media demeans such charished 
values as patriotism, nationalism and protectionism are some of the
clues.  The fact that we are sapping the economic strength of americans
to prop up a former and possibly future enemy is just another.  The fact
the words like community of nations, global village and international
business are in vogue are others.  International corporations are 
destroying our identy and economy and the propaganda they are playing
through the media and government is over powering our ability to resist.
Our porous border both people and trade are an indiciation that we have
already lost a great deal of sovergnty.

The bottome line is that the single most evil aspect of One World
Government is that you have nowhere to run to and history has proven
that would be a disaster.  ",politics
"

We've heard a lot of talk about brainwashing in Waco but the brainwashing
of the general population never ceases to amaze me. Here is an
example of action being taken which results in the worst possible
outcome and despite people's deep intuition telling them something
is wrong the programming will still cut in and say that the
agents probably acted in good faith. NO THEY DIDN'T. They either did
not have enough information to act in good faith or else they acted
knowing the risk. Sums up human stupidity all over and one of these
days it will destroy the fucking planet: ""Oh sorry. Didn't think they
would respond by launching a strike. All our best calculations told
us they were bluffing.""
",politics
"I have seen several ray-traced scenes (from MTV or was it 
RayShade??) with stroked fonts appearing as objects in the image.
The fonts/chars had color, depth and even textures associated with
them.  Now I was wondering, is it possible to do the same in POV??


Thanks,",graphics
